;authors;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
3086;mujtaba ma;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3087;mendes kds;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3088;andrei ac;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3089;michelson k;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3090;patel a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3091;hundley jc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3092;ventura caa;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3093;corsi cac;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3094;magro jtj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3095;westin um;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3096;victorino jp;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3097;ballini a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3098;steiner rw;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3099;van mook wnka;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3100;bollen jam;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3101;fridell ja;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3102;odorico js;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3103;farney ac;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3104;stratta rj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3105;olaitan ok;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3106;pahl e;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3107;gossett jg;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3108;berry k;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3109;larson db;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3110;topi s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3111;d'agostino d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3112;kolveris n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3113;charitos ia;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3114;bottalico l;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3115;doran s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3116;somerville m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3117;menezes rg;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3118;lobo sw;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3119;madadin m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3120;hussain sa;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3121;das s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3122;taneja a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3123;roman am;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3124;berglund dm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3125;vock dm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3126;wiseman jf;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3127;rosa rg;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3128;de andrade j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3129;neades b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3130;kalchiem-dekel o;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3131;antoine jm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3132;reed rm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3133;tran bc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3134;sperry m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3135;shah ng;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3136;sachdeva a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3137;pickering em;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3138;iacono a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3139;visser m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3140;nie jb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3141;oppe m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3142;cantarovich m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3143;altomare df;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3144;dunitz jm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3145;gray al;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3146;rosenbluth db;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3147;faro a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3148;tallarico e;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3149;garcia gallont r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3150;jones dg;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3151;moorman ac;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3152;botha jf;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3153;shazi l;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3154;agra tunas mc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3155;quinn gp;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3156;keefe dl;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3157;goldman kn;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3158;sampson a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3159;utech ka;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3160;box td;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3161;tager s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3162;mansell h;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3163;blackburn d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3164;liu j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3165;shoker a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3166;mainra r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3167;daley c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3168;wichart j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3169;west-thielke p;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3170;rosaasen n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3171;hempstead se;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3172;lucy a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3173;pilewski jm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3174;dutzmann j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3175;hirt-minkowski p;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3176;gibson iw;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3177;de serres s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3178;carroll r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3179;kroeker k;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3180;ho j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3181;backlund m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3182;tolonen m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3183;lee bk;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3184;mckone ef;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3185;freise ce;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3186;weinberg s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3187;pearson s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3188;wong f;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3189;torres am;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3190;pajot e;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3191;basavaraju sv;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3192;brooks jt;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3193;jevnikar a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3194;rush dn;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3195;wiebe c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3196;nolley ep;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3197;smith pj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3198;leventer-roberts m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3199;feldman b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3200;giveon sm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3201;molad y;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3202;chapnick j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3203;teltsch dy;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3204;morlock r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3205;gabay h;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3206;flores nm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3207;benis a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3208;klein ab;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3209;jaffe dh;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3210;muhlbacher ac;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3211;morrell mr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3212;nouraie m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3213;desensi r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3214;abbas z;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3215;timmins r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3216;lederer se;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3217;estebanez b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3218;moore hb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3219;prins k;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3220;choudhury ra;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3221;mccartney c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3222;herrington er;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3223;urunuela d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3224;perojo l;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3225;perez-blanco a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3226;de la calle b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3227;deary aj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3228;velasco j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3229;sanchez carretero mj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3230;pont t;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3231;martinez-soba f;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3232;martin-delgado mc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3233;pettigrew gj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3234;bardsley v;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3235;wilson ec;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3236;yoeli d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3237;kam a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3238;nydam tl;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3239;o'dell hw;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3240;tocher j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3241;klintmalm gb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3242;forde ka;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3243;young ra;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3244;serper m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3245;solga sf;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3246;bester jc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3247;boyle gj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3248;mabel h;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3249;perez r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3250;mcvicar j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3251;sageshima j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3252;santhanakrishnan c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3253;troppmann c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3254;vanhorn rl;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3255;karp jl;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3256;mcmichael bj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3257;hemming k;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3258;laing e;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3259;zimmermann cj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3260;lo al;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3261;souter mj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3262;manara ar;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3263;greer dm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3264;smith m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3265;friedman b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3266;gunderson s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3267;iyer kr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3268;sonnenberg em;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3269;cohen hj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3270;pankhurst l;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3271;burgart am;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3272;murray jm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3273;almond cs;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3274;rosenthal dn;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3275;bernstein d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3276;gunnar w;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3277;harbell jw;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3278;baggett nd;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3279;ballantyne a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3280;blakely b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3281;clay-williams r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3282;karagiannidis c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3283;summers dm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3284;ayorinde jo;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3285;murthy bvr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3286;sigireddi rr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3287;mokadam na;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3288;bjelkengren j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3289;mahr c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3290;sanai fm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3291;safwat m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3292;bassil n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3293;abaalkhail f;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3294;hashim a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3295;babatin m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3296;aljumah aa;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3297;di luca a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3298;weber-carstens s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3299;bein t;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3300;kamili s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3301;annambhotla p;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3302;azevedo lcp;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3303;hermeren g;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3304;shoesmith c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3305;gillrie c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3306;downar j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3307;laube g;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3308;mueller tf;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3309;schalk g;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3310;von moos s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3311;pang hg;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3312;sun r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3313;sharpe md;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3314;mann sp;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3315;taylor ma;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3316;rowbottom jr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3317;perez-protto se;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3318;greig d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3319;kobulnik j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3320;kuemmerli c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3321;ferrarese a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3322;wilson l;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3323;leal de moraes e;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3324;sansom s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3325;valentino pl;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3326;eno a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3327;bollinger jm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3328;amortegui d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3329;rodriguez-davalos mi;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3330;mulligan d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3331;deng y;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3332;geliang g;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3333;emre s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3334;schwarz c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3335;de barros e silva lb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3336;hopkins pm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3337;chaparro c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3338;martins ms;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3339;la maison c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3340;da paixao ncs;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3341;de santana ac;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3342;de lima eaa;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3343;pilan lasl;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3344;tschuor c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3345;oger af;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3346;warling o;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3347;andrighetto lv;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3348;mecatti gc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3349;oliveira jfp;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3350;diniz pc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3351;grion cmc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3352;pereira tb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3353;de melo mfrb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3354;roman fr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3355;benck ps;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3356;giordani ne;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3357;lamproye a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3358;da silva ss;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3359;rohden ai;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3360;madalena ic;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3361;do prado dz;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3362;sganzerla d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3363;da silva db;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3364;guterres cm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3365;bozza f;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3366;alves fac;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3367;moraes rb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3368;nobre v;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3369;hammes ls;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3370;meurisse n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3371;hammond-browning n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3372;gentry s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3373;janaudis-ferreira t;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3374;mayo n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3375;langevin r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3376;da costa d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3377;fernandez n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3378;dasgupta k;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3379;bouchard v;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3380;sapir-pichhadze r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3381;massierer d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3382;cyranoski d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3383;fisher p;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3384;martindale am;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3385;falavigna m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3386;nothen rr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3387;parsa p;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3388;taheri m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3389;rezapur-shahkolai f;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3390;cyrillick capital en;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3391;apple r;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3392;delgado j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3393;vakulovych ev;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3394;cyrillicva sm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3395;cyrillicsmall o;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
