;authors;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
5286;koch a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5287;neumann up;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5288;dejong chc;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5289;koek gh;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5290;hein m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5291;tolba rh;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5292;trautwein c;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5293;tacke f;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5294;sann l;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5295;dumont m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5296;smith hj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5297;kuehn bm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5298;tsay jc;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5299;kyanko ka;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5300;kessler jb;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5301;stoler a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5302;lin cc;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5303;valdes-canedo f;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5304;gonzalez-martin c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5305;lopez-calvino b;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5306;seoane-pillado t;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5307;cao-lopez m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5308;fernandez-rivera c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5309;alonso-hernandez a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5310;pertega-diaz s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5311;seijo-bestilleiro r;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5312;pita-fernandez s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5313;toorop rj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5314;ringers j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5315;yun k;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5316;fins jj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5317;goldfarb d;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5318;fuehner t;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5319;wendler d;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5320;fogarty d;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5321;bradbury l;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5322;robb m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5323;bolton em;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5324;watson cj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5325;tomson c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5326;gibbons a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5327;ganapathy m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5328;truog r;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5329;hering bj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5330;jessamine s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5331;rayat gr;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5332;buhler lh;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5333;gianello p;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5334;alghrani a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5335;kuehn c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5336;nurmohamed sa;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5337;looman cw;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5338;idu mm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5339;homan van der heide jj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5340;kenten c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5341;lewis jd;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5342;wallace ae;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5343;sahota g;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5344;lopez santamaria m;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
5345;fleishman a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5346;moreira m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5347;bordlee dc;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5348;nikas nt;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5349;vionnet j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5350;elkrief l;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5351;samer c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5352;chave jp;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5353;yerly s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5354;rubbia brandt l;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5355;junet c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5356;giostra e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5357;deedat s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5358;farsides b;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5359;newton t;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5360;segev d;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5361;hoksbergen aw;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5362;hofker hs;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5363;van heurn lw;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5364;christiaans mh;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5365;d'ancona fc;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5366;spoon eq;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5367;cohen d;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5368;washington km;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5369;sims j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5370;solari mg;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5371;schuman js;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5372;miller mr;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5373;li y;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5374;komatsu c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5375;davidson eh;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5376;sivak wn;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5377;shah nn;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5378;fry t;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5379;grady c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5380;israni a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5381;spasov l;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5382;uzunova j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5383;naychov z;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5384;pashev v;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5385;gilman sl;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5386;witteman w;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5387;mannon rb;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5388;alloway rr;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5389;morris re;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5390;stegall md;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5391;vogt b;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5392;rusch a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5393;krauer f;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5394;seif m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5395;pengel lh;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5396;morris pj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5397;knight sr;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5398;meister ea;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5399;turker t;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5400;becker gw;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5401;seulin c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5402;daly bj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5403;bakr ma;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5404;al rukhaimi m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5405;codreanu i;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5406;rudge c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5407;boffa c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5408;bagheri a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5409;moreno e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5410;duranteau j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5411;jowsey-gregoire sg;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5412;ivy ss;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5413;akhtar mz;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5414;corral e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5415;cheisson g;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5416;nunez jr;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5417;mateos a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5418;kasiske b;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5419;pyke j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5420;singhvi a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5421;shteyn e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5422;weise mv;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5423;vercler cj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5424;williamson ka;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5425;berkman be;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5426;bayefsky mj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5427;dickens bm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5428;lefeve c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5429;gateau v;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5430;renz jf;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5431;diaz gc;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5432;tully aa;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5433;youngner sj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5434;ahearn a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5435;hoang jb;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5436;neidich e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5437;singhvi d;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5438;welch an;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5439;hagenaars j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5440;heide w;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5441;ferbert a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5442;tonn jc;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5443;dzebisashvili n;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5444;van stralen kj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5445;schaefer f;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5446;jager kj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5447;groothoff jw;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5448;bonthuis m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5449;hogan j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5450;salako bl;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5451;weiller c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5452;raji y;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5453;ajayi so;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5454;grune f;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5455;de haan j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5456;epker j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5457;van der hoeven m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5458;kalisvaart m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5459;varisco j;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5460;dai s;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5461;horslen s;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5462;peault b;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5463;hay dc;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5464;hindle p;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5465;gonzalez zn;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5466;murray ir;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5467;west cc;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5468;boyd k;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5469;ozturk h;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5470;simon jr;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5471;ball j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5472;caliebe a;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5473;vaidya s;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5474;appel j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5475;allen rd;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5476;rose j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5477;irving mj;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5478;rassiwala j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5479;warren e;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5480;stewart kj;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5481;grubbs v;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5482;vanheule s;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5483;abrams d;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5484;anand v;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5485;kerketta p;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5486;findley kc;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5487;raja kr;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5488;budiani-saberi da;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5489;molnar mz;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5490;kovesdy cp;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5491;copeland jg;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5492;friedman m;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5493;mineburg n;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5494;coelho-anderson r;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5495;gustafson m;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5496;copeland h;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5497;manas d;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5498;andrews pa;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5499;brodie d;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5500;combes a;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5501;mullee j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5502;zwart h;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5503;cirillo c;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5504;zaganjor h;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5505;tiwari jl;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5506;suzuki y;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5507;ralph a;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5508;steinbruchel da;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5509;olsen ps;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5510;gluud c;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5511;jakobsen jc;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5512;lindschou j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5513;kofoed kf;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5514;kjaer a;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5515;hasbak p;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5516;werner mu;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5517;ballegaard m;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5518;carranza cl;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5519;lowe c;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5520;kim ty;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5521;brander c;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5522;carney k;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5523;borders c;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5524;strain j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5525;orange r;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5526;busuttil r;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5527;capron a;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5528;nath ds;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5529;klugman d;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5530;peer sm;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5531;costello jp;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5532;shankar v;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5533;millis m;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5534;alburger gw;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5535;wang hb;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5536;liu yf;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5537;huang jf;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5538;hasz rd;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5539;berg j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5540;timar j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5541;jackson d jr;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5542;devisch i;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5543;borisenko o;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5544;mayer-hamblett n;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5545;gjengedal e;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5546;oroy a;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5547;jotkowitz ab;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5548;zivotofsky az;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5549;wispelwey bp;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5550;paget g;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5551;patsch jm;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5552;langs g;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5553;kainberger f;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5554;pietschmann p;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5555;zweytick b;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5556;klepetko w;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5557;jaksch p;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5558;weber m;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5559;gross t;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5560;resch h;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5561;schueller-weidekamm c;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5562;difranco md;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5563;stromskag ke;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5564;kasper k;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5565;beige j;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5566;pandya s;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5567;varvastian s;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5568;cavallo f;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5569;verze l;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5570;sacchetti l;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5571;piccoli gb;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5572;kato k;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5573;akutsu h;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5574;mizuno h;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5575;mazzola s;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5576;fadigati p;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5577;mazza el;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5578;bucci m;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5579;colombo m;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5580;calori gm;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5581;esplin bs;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5582;busschbach jj;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5583;van der knoop mm;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5584;valentinitsch a;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5585;omelianchuk a;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5586;d'agincourt-canning l;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5587;dionne jm;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5588;schnieke a;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5589;marckmann g;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5590;ludwig b;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5591;jaeckel e;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5592;chavakis t;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5593;niemann h;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5594;reichart b;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5595;murphy tf;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5596;chaten fc;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
